# Gene panel: Mendel-v12 -- Date: 2022-01-31
#gene symbol	HGNC	remove (add x)	phenotype	inheritance	omim_number	pmid	inheritance info	comment
DIP2B	29284		Mental retardation, FRA12A type	AD	136630			
DIS3L2	28648		Perlman syndrome	AR	267000			
DKC1	2890		Dyskeratosis congenita, X-linked	XR	305000			
DLAT	2896		Pyruvate dehydrogenase E2 deficiency	AR	245348			
DLD	2898		Dihydrolipoamide dehydrogenase deficiency	AR	246900			
DLG3	2902		Intellectual developmental disorder, X-linked 90	XR	300850			
DLG4	2903		Intellectual developmental disorder 62	AD	618793			
DLL1	2908		Neurodevelopmental disorder with nonspecific brain abnormalities and with or without seizures	AD	618709			
DLL3	2909		Spondylocostal dysostosis 1, autosomal recessive	AR	277300			
DLL4	2910		Adams-Oliver syndrome 6	AD	616589			
DLX3	2916		Amelogenesis imperfecta, type IV	AD	104510			
DLX3	2916		Trichodontoosseous syndrome	AD	190320			
DLX4	2917		?Orofacial cleft 15	AD	616788			
DLX5	2918		?Split-hand/foot malformation 1 with sensorineural hearing loss	AR	220600			
DLX5	2918		Split-hand/foot malformation 1	AD	183600			
DMD	2928		Becker muscular dystrophy	XR	300376			
DMD	2928		Cardiomyopathy, dilated, 3B	X	302045			
DMD	2928		Duchenne muscular dystrophy	XR	310200			
DMGDH	24475		Dimethylglycine dehydrogenase deficiency	AR	605850			
DMP1	2932		Hypophosphatemic rickets, AR	AR	241520			
DMPK	2933		Myotonic dystrophy 1	AD	160900			
DMRT1	2934		Anemia, hypochromic microcytic, with iron overload 1	AR	206100			
DMRT1	2934		Frontotemporal dementia and/or amyotrophic lateral sclerosis 7	AD	600795			
DMXL2	2938		?Deafness, autosomal dominant 71	AD	617605			
DMXL2	2938		?Polyendocrine-polyneuropathy syndrome	AR	616113			
DMXL2	2938		Developmental and epileptic encephalopathy 81	AR	618663			
DNA2	2939		?Seckel syndrome 8	AR	615807			
DNA2	2939		Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 6	AD	615156			
DNAAF1	30539		Ciliary dyskinesia, primary, 13	AR	613193			
DNAAF11	16725		Ciliary dyskinesia, primary, 19	AR	614935			
DNAAF2	20188		Ciliary dyskinesia, primary, 10	AR	612518			
DNAAF3	30492		Ciliary dyskinesia, primary, 2	AR	606763			
DNAAF4	21493		Ciliary dyskinesia, primary, 25	AR	615482			
DNAAF4	21493		{Dyslexia, susceptibility to, 1}	AD	127700			
DNAAF5	26013		Ciliary dyskinesia, primary, 18	AR	614874			
DNAAF6	28570		Ciliary dyskinesia, primary, 36, X-linked	XR	300991			
DNAH1	2940		?Ciliary dyskinesia, primary, 37	AR	617577			
DNAH1	2940		Spermatogenic failure 18	AR	617576			
DNAH11	2942		Ciliary dyskinesia, primary, 7, with or without situs inversus	AR	611884			
DNAH5	2950		Ciliary dyskinesia, primary, 3, with or without situs inversus	AR	608644			
DNAH9	2953		Ciliary dyskinesia, primary, 40	AR	618300			
DNAI1	2954		Ciliary dyskinesia, primary, 1, with or without situs inversus	AR	244400			
DNAI2	18744		Ciliary dyskinesia, primary, 9, with or without situs inversus	AR	612444			
DNAJB11	14889		Polycystic kidney disease 6 with or without polycystic liver disease	AD	618061			
DNAJB13	30718		Ciliary dyskinesia, primary, 34	AR	617091			
DNAJB2	5228		Spinal muscular atrophy, distal, autosomal recessive, 5	AR	614881			
DNAJB6	14888		Muscular dystrophy, limb-girdle, autosomal dominant 1	AD	603511			
DNAJC12	28908		Hyperphenylalaninemia, mild, non-BH4-deficient	AR	617384			
DNAJC19	30528		3-methylglutaconic aciduria, type V	AR	610198			
DNAJC21	27030		Bone marrow failure syndrome 3	AR	617052			
DNAJC3	9439		?Ataxia, combined cerebellar and peripheral, with hearing loss and diabetes mellitus	AR	616192			
DNAJC5	16235		Ceroid lipofuscinosis, neuronal, 4 (Kufs type)	AD	162350			
DNAJC6	15469		Parkinson disease 19a, juvenile-onset	AR	615528			
DNAJC6	15469		Parkinson disease 19b, early-onset	AR	615528			
DNAL1	23247		Ciliary dyskinesia, primary, 16	AR	614017			
DNAL4	2955		?Mirror movements 3	AR	616059			
DNASE1L3	2959		Systemic lupus erythematosus 16	AR	614420			
DNM1	2972		Developmental and epileptic encephalopathy 31	AD	616346			
DNM1L	2973		Encephalopathy, lethal, due to defective mitochondrial peroxisomal fission 1	AD/AR	614388			
DNM1L	2973		Optic atrophy 5	AD	610708			
DNM2	2974		Centronuclear myopathy 1	AD	160150			
DNM2	2974		Charcot-Marie-Tooth disease, axonal type 2M	AD	606482			
DNM2	2974		Charcot-Marie-Tooth disease, dominant intermediate B	AD	606482			
DNM2	2974		Lethal congenital contracture syndrome 5	AR	615368			
DNMT1	2976		Cerebellar ataxia, deafness, and narcolepsy, autosomal dominant	AD	604121			
DNMT1	2976		Neuropathy, hereditary sensory, type IE	AD	614116			
DNMT3A	2978		Acute myeloid leukemia, somatic		601626			
DNMT3A	2978		Heyn-Sproul-Jackson syndrome	AD	618724			
DNMT3A	2978		Tatton-Brown-Rahman syndrome	AD	615879			
DNMT3B	2979		Facioscapulohumeral muscular dystrophy 4, digenic		619478			
DNMT3B	2979		Immunodeficiency-centromeric instability-facial anomalies syndrome 1	AR	242860			
DOCK2	2988		Immunodeficiency 40	AR	616433			
DOCK3	2989		Neurodevelopmental disorder with impaired intellectual development, hypotonia, and ataxia	AR	618292			
DOCK6	19189		Adams-Oliver syndrome 2	AR	614219			
DOCK7	19190		Developmental and epileptic encephalopathy 23	AR	615859			
DOCK8	19191		Hyper-IgE recurrent infection syndrome, autosomal recessive	AR	243700			
DOK7	26594		Fetal akinesia deformation sequence 3	AR	618389			
DOK7	26594		Myasthenic syndrome, congenital, 10	AR	254300			
DOLK	23406		Congenital disorder of glycosylation, type Im	AR	610768			
DONSON	2993		Microcephaly, short stature, and limb abnormalities	AR	617604			
DONSON	2993		Microcephaly-micromelia syndrome	AR	251230			
DPAGT1	2995		Congenital disorder of glycosylation, type Ij	AR	608093			
DPAGT1	2995		Myasthenic syndrome, congenital, 13, with tubular aggregates	AR	614750			
DPF2	9964		Coffin-Siris syndrome 7	AD	618027			
DPH1	3003		Developmental delay with short stature, dysmorphic facial features, and sparse hair	AR	616901			
DPM1	3005		Congenital disorder of glycosylation, type Ie	AR	608799			
DPM2	3006		Congenital disorder of glycosylation, type Iu	AR	615042			
DPM3	3007		?Muscular dystrophy-dystroglycanopathy (congenital with impaired intellectual development), type B, 15	AR	618992			
DPM3	3007		Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 15	AR	612937			
DPP6	3010		Mental retardation, autosomal dominant 33		616311			
DPP6	3010		{Ventricular fibrillation, paroxysmal familial, 2}	AD	612956			
DPY19L2	19414		Spermatogenic failure 9	AR	613958			
DPYD	3012		5-fluorouracil toxicity	AR	274270			
DPYD	3012		Dihydropyrimidine dehydrogenase deficiency	AR	274270			
DPYS	3013		Dihydropyrimidinuria	AR	222748			
DRAM2	28769		Cone-rod dystrophy 21	AR	616502			
DRC1	24245		Ciliary dyskinesia, primary, 21	AR	615294			
DSC2	3036		Arrhythmogenic right ventricular dysplasia 11	AD/AR	610476			
DSC2	3036		Arrhythmogenic right ventricular dysplasia 11 with mild palmoplantar keratoderma and woolly hair	AD/AR	610476			
DSC3	3037		Arrhythmogenic right ventricular dysplasia 11	AD/AR	610476			
DSC3	3037		Arrhythmogenic right ventricular dysplasia 11 with mild palmoplantar keratoderma and woolly hair	AD/AR	610476			
DSC3	3037		Hypotrichosis and recurrent skin vesicles	AR	613102			
DSE	21144		Ehlers-Danlos syndrome, musculocontractural type 2	AR	615539			
DSG1	3048		Erythroderma, congenital, with palmoplantar keratoderma, hypotrichosis, and hyper IgE	AR	615508			
DSG1	3048		Keratosis palmoplantaris striata I, AD	AD	148700			
DSG2	3049		Arrhythmogenic right ventricular dysplasia 10	AD	610193			
DSG2	3049		Cardiomyopathy, dilated, 1BB		612877			
DSG4	21307		Hypotrichosis 6	AR	607903			
DSP	3052		Arrhythmogenic right ventricular dysplasia 8	AD	607450			
DSP	3052		Cardiomyopathy, dilated, with woolly hair and keratoderma	AR	605676			
DSP	3052		Dilated cardiomyopathy with woolly hair, keratoderma, and tooth agenesis	AD	615821			
DSP	3052		Epidermolysis bullosa, lethal acantholytic	AR	609638			
DSP	3052		Keratosis palmoplantaris striata II	AD	612908			
DSP	3052		Skin fragility-woolly hair syndrome	AR	607655			
DSPP	3054		Deafness, autosomal dominant 39, with dentinogenesis	AD	605594			
DSPP	3054		Dentin dysplasia, type II	AD	125420			
DSPP	3054		Dentinogenesis imperfecta, Shields type II	AD	125490			
DSPP	3054		Dentinogenesis imperfecta, Shields type III	AD	125500			
DST	1090		?Neuropathy, hereditary sensory and autonomic, type VI	AR	614653			
DST	1090		Epidermolysis bullosa simplex 3, localized or generalized intermediate, with bp230 deficiency	AR	615425			
DSTYK	29043		Congenital anomalies of kidney and urinary tract 1	AD	610805			
DSTYK	29043		Spastic paraplegia 23	AR	270750			
DTNA	3057		Left ventricular noncompaction 1, with or without congenital heart defects	AD	604169			
DTNBP1	17328		Hermansky-Pudlak syndrome 7	AR	614076			
DUOX2	13273		Thyroid dyshormonogenesis 6	AR	607200			
DUOXA2	32698		Thyroid dyshormonogenesis 5	AR	274900			
DUSP6	3072		Hypogonadotropic hypogonadism 19 with or without anosmia	AD	615269			
DVL1	3084		Robinow syndrome, autosomal dominant 2	AD	616331			
DVL3	3087		Robinow syndrome, autosomal dominant 3	AD	616894			
DYM	21317		Dyggve-Melchior-Clausen disease	AR	223800			
DYM	21317		Smith-McCort dysplasia	AR	607326			
DYNC1H1	2961		Charcot-Marie-Tooth disease, axonal, type 20	AD	614228			
DYNC1H1	2961		Mental retardation, autosomal dominant 13	AD	614563			
DYNC1H1	2961		Spinal muscular atrophy, lower extremity-predominant 1, AD	AD	158600			
DYNC1I2	2964		Neurodevelopmental disorder with microcephaly and structural brain anomalies	AR	618492			
DYNC2H1	2962		Short-rib thoracic dysplasia 3 with or without polydactyly	AR/DR	613091			
DYNC2I1	21862		Short-rib thoracic dysplasia 8 with or without polydactyly	AR	615503			
DYNC2I2	28296		Short-rib thoracic dysplasia 11 with or without polydactyly	AR	615633			
DYNC2LI1	24595		Short-rib thoracic dysplasia 15 with polydactyly	AR	617088			
DYNLT2B	28482		Short-rib thoracic dysplasia 17 with or without polydactyly	AR	617405			
DYRK1A	3091		Mental retardation, autosomal dominant 7	AD	614104			
DYRK1B	3092		Abdominal obesity-metabolic syndrome 3	AD	615812			
DYSF	3097		Miyoshi muscular dystrophy 1	AR	254130			
DYSF	3097		Muscular dystrophy, limb-girdle, autosomal recessive 2	AR	253601			
DYSF	3097		Myopathy, distal, with anterior tibial onset	AR	606768			
DZIP1L	26551		Polycystic kidney disease 5	AR	617610			
EARS2	29419		Combined oxidative phosphorylation deficiency 12	AR	614924			
EBF3	19087		Hypotonia, ataxia, and delayed development syndrome	AD	617330			
EBP	3133		Chondrodysplasia punctata, X-linked dominant	XD	302960			
EBP	3133		MEND syndrome	XR	300960			
ECE1	3146		?Hirschsprung disease, cardiac defects, and autonomic dysfunction	AD	613870			
ECE1	3146		{Hypertension, essential, susceptibility to}		145500			
ECEL1	3147		Arthrogryposis, distal, type 5D	AR	615065			
ECHS1	3151		Mitochondrial short-chain enoyl-CoA hydratase 1 deficiency	AR	616277			
ECM1	3153		Urbach-Wiethe disease	AR	247100			
EDA	3157		Ectodermal dysplasia 1, hypohidrotic, X-linked	XR	305100			
EDA	3157		Tooth agenesis, selective, X-linked 1	XD	313500			
EDAR	2895		Ectodermal dysplasia 10A, hypohidrotic/hair/nail type, autosomal dominant	AD	129490			
EDAR	2895		Ectodermal dysplasia 10B, hypohidrotic/hair/tooth type, autosomal recessive	AR	224900			
EDAR	2895		[Hair morphology 1, hair thickness]		612630			
EDARADD	14341		Ectodermal dysplasia 11A, hypohidrotic/hair/tooth type, autosomal dominant	AD	614940			
EDARADD	14341		Ectodermal dysplasia 11B, hypohidrotic/hair/tooth type, autosomal recessive	AR	614941			
EDC3	26114		?Intellectual developmental disorder, autosomal recessive 50	AR	616460			
EDN1	3176		Auriculocondylar syndrome 3	AR	615706			
EDN1	3176		Question mark ears, isolated	AD	612798			
EDN1	3176		{High density lipoprotein cholesterol level QTL 7}					
EDN3	3178		Waardenburg syndrome, type 4B	AD/AR	613265			
EDN3	3178		{Hirschsprung disease, susceptibility to, 4}	AD	613712			
EDNRA	3179		Mandibulofacial dysostosis with alopecia	AD	616367			
EDNRA	3179		{Migraine, resistance to}	AD	157300			
EDNRB	3180		ABCD syndrome	AR	600501			
EDNRB	3180		Waardenburg syndrome, type 4A	AD/AR	277580			
EDNRB	3180		{Hirschsprung disease, susceptibility to, 2}	AD	600155			
EED	3188		Cohen-Gibson syndrome	AD	617561			
EEF1A2	3192		Developmental and epileptic encephalopathy 33	AD	616409			
EEF1A2	3192		Mental retardation, autosomal dominant 38	AD	616393			
EEF2	3214		?Spinocerebellar ataxia 26	AD	609306			
EFEMP1	3218		Doyne honeycomb degeneration of retina	AD	126600			
EFEMP2	3219		Cutis laxa, autosomal recessive, type IB	AR	614437			
EFHC1	16406		{Epilepsy, juvenile absence, susceptibility to, 1}	AD	607631			
EFHC1	16406		{Myoclonic epilepsy, juvenile, susceptibility to, 1}	AD	254770			
EFL1	25789		Shwachman-Diamond syndrome 2	AR	617941			
EFNB1	3226		Craniofrontonasal dysplasia	XD	304110			
EFTUD2	30858		Mandibulofacial dysostosis, Guion-Almeida type	AD	610536			
EGF	3229		?Hypomagnesemia 4, renal	AR	611718			
EGFR	3236		?Inflammatory skin and bowel disease, neonatal, 2	AR	616069			
EGFR	3236		Adenocarcinoma of lung, response to tyrosine kinase inhibitor in	AD/SM	211980			
EGFR	3236		Nonsmall cell lung cancer, response to tyrosine kinase inhibitor in	AD/SM	211980			
EGFR	3236		{Nonsmall cell lung cancer, susceptibility to}	AD/SM	211980			
EGLN1	1232		Erythrocytosis, familial, 3	AD	609820			
EGLN1	1232		[Hemoglobin, high altitude adaptation]	AD	609070			
EGR2	3239		Charcot-Marie-Tooth disease, type 1D	AD	607678			
EGR2	3239		Dejerine-Sottas disease	AD/AR	145900			
EGR2	3239		Hypomyelinating neuropathy, congenital, 1	AD/AR	605253			
EHHADH	3247		?Fanconi renotubular syndrome 3	AD	615605			
EHMT1	24650		Kleefstra syndrome 1	AD	610253			
EIF2AK2	9437		Dystonia 33	AD/AR	619687			
EIF2AK2	9437		Leukoencephalopathy, developmental delay, and episodic neurologic regression syndrome	AD	618877			
EIF2AK3	3255		Wolcott-Rallison syndrome	AR	226980			
EIF2AK4	19687		Pulmonary venoocclusive disease 2	AR	234810			
EIF2B1	3257		Leukoencephalopathy with vanishing white matter	AR	603896			
EIF2B2	3258		Leukoencephalopathy with vanishing white matter	AR	603896			
EIF2B2	3258		Ovarioleukodystrophy	AR	603896			
EIF2B3	3259		Leukoencephalopathy with vanishing white matter	AR	603896			
EIF2B4	3260		Leukoencephalopathy with vanishing white matter	AR	603896			
EIF2B4	3260		Ovarioleukodystrophy	AR	603896			
EIF2B5	3261		Leukoencephalopathy with vanishing white matter	AR	603896			
EIF2B5	3261		Ovarioleukodystrophy	AR	603896			
EIF2S3	3267		MEHMO syndrome	XR	300148			
EIF3F	3275		Intellectual developmental disorder, autosomal recessive 67	AR	618295			
EIF4A3	18683		Robin sequence with cleft mandible and limb anomalies	AR	268305			
ELAC2	14198		Combined oxidative phosphorylation deficiency 17	AR	615440			
ELAC2	14198		{Prostate cancer, hereditary, 2, susceptibility to}		614731			
ELANE	3309		Neutropenia, cyclic	AD	162800			
ELANE	3309		Neutropenia, severe congenital 1, autosomal dominant	AD	202700			
ELF4	3319		Familial Mediterranean fever, AD	AD	134610			
ELF4	3319		Familial Mediterranean fever, AR	AR	249100			
ELF4	3319		Neutrophilic dermatosis, acute febrile	AD	608068			
ELMO2	17233		Vascular malformation, primary intraosseous	AR	606893			
ELN	3327		Cutis laxa, autosomal dominant	AD	123700			
ELN	3327		Supravalvar aortic stenosis	AD	185500			
ELOVL1	14418		Ichthyotic keratoderma, spasticity, hypomyelination, and dysmorphic facies	AD	618527			
ELOVL4	14415		Ichthyosis, spastic quadriplegia, and mental retardation	AR	614457			
ELOVL4	14415		Spinocerebellar ataxia 34	AD	133190			
ELOVL4	14415		Stargardt disease 3	AD	600110			
ELOVL5	21308		Spinocerebellar ataxia 38	AD	615957			
ELP1	5959		Dysautonomia, familial	AR	223900			
ELP1	5959		Medulloblastoma	AD/AR/SM	155255			
ELP1	5959		Osteogenesis imperfecta 21	AR	619131			
ELP2	18248		Mental retardation, autosomal recessive 58	AR	617270			
ELP4	1171		?Aniridia 2	AD	617141			
EMC1	28957		Cerebellar atrophy, visual impairment, and psychomotor retardation	AR	616875			
EMD	3331		Emery-Dreifuss muscular dystrophy 1, X-linked	XR	310300			
EMG1	16912		Bowen-Conradi syndrome	AR	211180			
EML1	3330		Band heterotopia	AR	600348			
EMP2	3334		Nephrotic syndrome, type 10	AR	615861			
EMX2	3341		Schizencephaly		269160			
ENAM	3344		Amelogenesis imperfecta, type IB	AD	104500			
ENAM	3344		Amelogenesis imperfecta, type IC	AR	204650			
ENG	3349		Telangiectasia, hereditary hemorrhagic, type 1	AD	187300			
ENO3	3354		Glycogen storage disease XIII	AR	612932			
ENPP1	3356		Arterial calcification, generalized, of infancy, 1	AR	208000			
ENPP1	3356		Cole disease	AD	615522			
ENPP1	3356		Hypophosphatemic rickets, autosomal recessive, 2	AR	613312			
ENPP1	3356		{Diabetes mellitus, non-insulin-dependent, susceptibility to}	AD	125853			
ENPP1	3356		{Obesity, susceptibility to}	AD/AR	601665			
ENTPD1	3363		Spastic paraplegia 64, autosomal recessive	AR	615683			
EOGT	28526		Adams-Oliver syndrome 4	AR	615297			
EP300	3373		Colorectal cancer, somatic		114500			
EP300	3373		Menke-Hennekam syndrome 2	AD	618333			
EP300	3373		Rubinstein-Taybi syndrome 2	AD	613684			
EPAS1	3374		Erythrocytosis, familial, 4	AD	611783			
EPB41	3377		Elliptocytosis-1	AD/AR	611804			
EPB41L1	3378		?Intellectual developmental disorder, autosomal dominant 11	AD	614257			
EPB42	3381		Spherocytosis, type 5		612690			
EPCAM	11529		Colorectal cancer, hereditary nonpolyposis, type 8		613244			
EPCAM	11529		Diarrhea 5, with tufting enteropathy, congenital	AR	613217			
EPG5	29331		Vici syndrome	AR	242840			
EPHA2	3386		Cataract 6, multiple types	AD	116600			
EPHB4	3395		Capillary malformation-arteriovenous malformation 2	AD	618196			
EPHB4	3395		Lymphatic malformation 7	AD	617300			
EPM2A	3413		Epilepsy, progressive myoclonic 2A (Lafora)	AR	254780			
EPM2A	3413		Epilepsy, progressive myoclonic 2B (Lafora)	AR	254780			
EPO	3415		?Diamond-Blackfan anemia-like	AR	617911			
EPO	3415		Erythrocytosis, familial, 5	AD	617907			
EPO	3415		{Microvascular complications of diabetes 2}		612623			
EPRS1	3418		Leukodystrophy, hypomyelinating, 15	AR	617951			
EPS8	3420		?Deafness, autosomal recessive 102	AR	615974			
EPS8L2	21296		Deafness autosomal recessive 106	AR	617637			
ERAL1	3424		Perrault syndrome 6	AR	617565			
ERBB3	3431		?Lethal congenital contractural syndrome 2	AR	607598			
ERBB3	3431		Visceral neuropathy, familial, 1, autosomal recessive	AR	243180			
ERBB3	3431		{?Erythroleukemia, familial, susceptibility to}	AD	133180			
ERBB4	3432		Amyotrophic lateral sclerosis 19	AD	615515			
ERCC1	3433		Cerebrooculofacioskeletal syndrome 4	AR	610758			
ERCC2	3434		?Cerebrooculofacioskeletal syndrome 2	AR	610756			
ERCC2	3434		Trichothiodystrophy 1, photosensitive	AR	601675			
ERCC2	3434		Xeroderma pigmentosum, group D	AR	278730			
ERCC3	3435		Trichothiodystrophy 2, photosensitive	AR	616390			
ERCC3	3435		Xeroderma pigmentosum, group B	AR	610651			
