# Genepanel: OMIM Version: 01 Date: 2017-11-07
#gene symbol	HGNC	remove (add x)	phenotype	inheritance	omim_number	pmid	inheritance info	comment
LRP6	6698		Tooth agenesis, selective, 7	AD	616724			
LRP6	6698		{Coronary artery disease, autosomal dominant, 2}	AD	610947			
LRP8	6700		{Myocardial infarction, susceptibility to}		608446			
LRPAP1	6701		Myopia 23, autosomal recessive	AR	615431			
LRPPRC	15714		Leigh syndrome, French-Canadian type	AR	220111			
LRRC6	16725		Ciliary dyskinesia, primary, 19	AR	614935			
LRRC8A	19027		?Agammaglobulinemia 5	AD	613506			
LRRK2	18618		{Parkinson disease 8}	AD	607060			
LRSAM1	25135		Charcot-Marie-Tooth disease, axonal, type 2P	AD;AR	614436			
LRTOMT	25033		Deafness, autosomal recessive 63	AR	611451			
LSS	6708		Cataract 44	AR	616509			
LSS	6708		Hypoplastic or aplastic tibia with polydactyly	AD	188740			
LSS	6708		Triphalangeal thumb-polysyndactyly syndrome	AD	174500			
LSS	6708		Acheiropody	AR	200500			
LSS	6708		Triphalangeal thumb, type I	AD	174500			
LSS	6708		Syndactyly, type IV	AD	186200			
LSS	6708		Polydactyly, preaxial type II	AD	174500			
LSS	6708		Laurin-Sandrow syndrome	AD	135750			
LST1	14189		Hyperbilirubinemia, Rotor type, digenic	DR	237450			
LTA	6709		{Leprosy, susceptibility to, 4}		610988			
LTA	6709		{Psoriatic arthritis, susceptibility to}		607507			
LTA	6709		{Myocardial infarction, susceptibility to}		608446			
LTBP2	6715		Glaucoma 3, primary congenital, D		613086			
LTBP2	6715		Microspherophakia and/or megalocornea, with ectopia lentis and with or without secondary glaucoma	AR	251750			
LTBP2	6715		Weill-Marchesani syndrome 3, recessive	AR	614819			
LTBP2	6715		Dental anomalies and short stature	AR	601216			
LTBP3	6716		Weill-Marchesani syndrome 3, recessive	AR	614819			
LTBP3	6716		Microspherophakia and/or megalocornea, with ectopia lentis and with or without secondary glaucoma	AR	251750			
LTBP3	6716		Glaucoma 3, primary congenital, D		613086			
LTBP3	6716		Dental anomalies and short stature	AR	601216			
LTBP4	6717		Cutis laxa, autosomal recessive, type IC	AR	613177			
LTC4S	6719		Leukotriene C4 synthase deficiency	AR	614037			
LYL1	6734		Leukemia, T-cell acute lymphoblastoid		151440			
LYRM4	21365		?Combined oxidative phosphorylation deficiency 19	AR	615595			
LYRM7	28072		Mitochondrial complex III deficiency, nuclear type 8	AR	615838			
LYST	1968		Chediak-Higashi syndrome	AR	214500			
LYZ	6740		Amyloidosis, renal	AD	105200			
LZTFL1	6741		Bardet-Biedl syndrome 17	AR	615994			
LZTR1	6742		{Schwannomatosis-2, susceptibility to}	AD	615670			
LZTR1	6742		Noonan syndrome 10	AD	616564			
LZTS1	13861		Esophageal squamous cell carcinoma	AD	133239			
MAB21L2	6758		Microphthalmia/coloboma and skeletal dysplasia syndrome	AD;AR	615877			
MAD1L1	6762		Prostate cancer, somatic		176807			
MAD1L1	6762		Lymphoma, somatic					
MAD2L2	6764		?Fanconi anemia, complementation group V	AR	617243			
MADD	6766		Glutaric acidemia IIC	AR	231680			
MADD	6766		Glutaric acidemia IIA	AR	231680			
MADD	6766		Glutaric acidemia IIB	AR	231680			
MAF	6776		Cataract 21, multiple types	AD	610202			
MAF	6776		Ayme-Gripp syndrome	AD	601088			
MAFB	6408		Multicentric carpotarsal osteolysis syndrome	AD	166300			
MAFB	6408		Duane retraction syndrome 3	AD	617041			
MAG	6783		Spastic paraplegia 75, autosomal recessive	AR	616680			
MAGED2	16353		Bartter syndrome, type 5, antenatal, transient	XR	300971			
MAGEL2	6814		Schaaf-Yang syndrome	AD	615547			
MAGI2	18957		Nephrotic syndrome 15	AR	617609			
MAGT1	28880		Immunodeficiency, X-linked, with magnesium defect, Epstein-Barr virus infection and neoplasia		300853			
MAK	6816		Retinitis pigmentosa 62	AR	614181			
MAL	6817		{Malaria, mild, susceptibility to}		609148			
MAL	6817		Megakaryoblastic leukemia, acute					
MALT1	6819		Immunodeficiency 12	AR	615468			
MAML2	16259		Mucoepidermoid salivary gland carcinoma					
MAMLD1	2568		Hypospadias 2, X-linked	XR	300758			
MAN1B1	6823		Mental retardation, autosomal recessive 15	AR	614202			
MAN2B1	6826		Mannosidosis, alpha-, types I and II	AR	248500			
MANBA	6831		Mannosidosis, beta	AR	248510			
MAOA	6833		Brunner syndrome	XR	300615			
MAOA	6833		{Antisocial behavior}	XR	300615			
MAP2K1	6840		Cardiofaciocutaneous syndrome 3		615279			
MAP2K2	6842		Cardiofaciocutaneous syndrome 4		615280			
MAP3K1	6848		46XY sex reversal 6	AD	613762			
MAP3K7	6859		Frontometaphyseal dysplasia 2	AD	617137			
MAP3K7	6859		Cardiospondylocarpofacial syndrome	AD	157800			
MAP3K8	6860		Lung cancer, somatic		211980			
MAPK8IP1	6882		{Diabetes mellitus, noninsulin-dependent}	AD	125853			
MAPKBP1	29536		Nephronophthisis 20	AR	617271			
MAPRE2	6891		Symmetric circumferential skin creases, congenital, 2	AD	616734			
MAPT	6893		Dementia, frontotemporal, with or without parkinsonism	AD	600274			
MAPT	6893		Pick disease	IC;AD	172700			
MAPT	6893		Supranuclear palsy, progressive	AD	601104			
MAPT	6893		Supranuclear palsy, progressive atypical	AR	260540			
MAPT	6893		{Parkinson disease, susceptibility to}	IC	168600			
MARS	6898		Interstitial lung and liver disease	AR	615486			
MARS	6898		Charcot-Marie-Tooth disease, axonal, type 2U	AD	616280			
MARS2	25133		?Combined oxidative phosphorylation deficiency 25	AR	616430			
MARS2	25133		Spastic ataxia 3, autosomal recessive	AR	611390			
MARVELD2	26401		Deafness, autosomal recessive 49	AR	610153			
MASP1	6901		3MC syndrome 1	AR	257920			
MASP2	6902		MASP2 deficiency	AR	613791			
MAT1A	6903		Hypermethioninemia, persistent, autosomal dominant, due to methionine adenosyltransferase I/III deficiency	AD;AR	250850			
MAT1A	6903		Methionine adenosyltransferase deficiency, autosomal recessive	AD;AR	250850			
MATN3	6909		{Osteoarthritis susceptibility 2}	AD	140600			
MATN3	6909		Spondyloepimetaphyseal dysplasia	AR	608728			
MATN3	6909		Epiphyseal dysplasia, multiple, 5	AD	607078			
MATR3	6912		Amyotrophic lateral sclerosis 21	AD	606070			
MAX	6913		{Pheochromocytoma, susceptibility to}	AD	171300			
MBD5	20444		Mental retardation, autosomal dominant 1	AD	156200			
MBL2	6922		{Chronic infections, due to MBL deficiency}	AD	614372			
MBOAT7	15505		Mental retardation, autosomal recessive 57	AR	617188			
MBTPS2	15455		Keratosis follicularis spinulosa decalvans, X-linked	XR	308800			
MBTPS2	15455		IFAP syndrome with or without BRESHECK syndrome	XR	308205			
MBTPS2	15455		?Olmsted syndrome, X-linked	XR	300918			
MC1R	6929		{Melanoma, cutaneous malignant, 5}		613099			
MC1R	6929		{Albinism, oculocutaneous, type II, modifier of}	AR	203200			
MC1R	6929		[Skin/hair/eye pigmentation 2, red hair/fair skin]	AR	266300			
MC1R	6929		[Skin/hair/eye pigmentation 2, blond hair/fair skin]	AR	266300			
MC1R	6929		[Analgesia from kappa-opioid receptor agonist, female-specific]		613098			
MC1R	6929		{UV-induced skin damage}	AR	266300			
MC2R	6930		Glucocorticoid deficiency, due to ACTH unresponsiveness	AR	202200			
MC3R	6931		{Obesity, severe, susceptibility to, BMIQ9}		602025			
MC3R	6931		{Mycobacterium tuberculosis, protection against}		607948			
MC4R	6932		Obesity, autosomal dominant	AD;AR	601665			
MCC	6935		Colorectal cancer, somatic		114500			
MCCC1	6936		3-Methylcrotonyl-CoA carboxylase 1 deficiency	AR	210200			
MCCC2	6937		3-Methylcrotonyl-CoA carboxylase 2 deficiency	AR	210210			
MCEE	16732		Methylmalonyl-CoA epimerase deficiency	AR	251120			
MCFD2	18451		Factor V and factor VIII, combined deficiency of		613625			
MCM2	6944		?Deafness, autosomal dominant 70	AD	616968			
MCM4	6947		Natural killer cell and glucocorticoid deficiency with DNA repair defect	AR	609981			
MCM5	6948		?Meier-Gorlin syndrome 8	AR	617564			
MCM6	6949		Lactase persistence/nonpersistence	AD	223100			
MCM8	16147		?Premature ovarian failure 10	AR	612885			
MCM9	21484		Ovarian dysgenesis 4	AR	616185			
MCOLN1	13356		Mucolipidosis IV	AR	252650			
MCPH1	6954		Microcephaly 1, primary, autosomal recessive	AR	251200			
MDH2	6971		Epileptic encephalopathy, early infantile, 51	AR	617339			
MDK	6972		Mesomelic dysplasia, Kantaputra type	AD	156232			
MDM2	6973		{Accelerated tumor formation, susceptibility to}		614401			
MECOM	3498		Radioulnar synostosis with amegakaryocytic thrombocytopenia 2	AD	616738			
MECP2	6990		Mental retardation, X-linked, syndromic 13	XR	300055			
MECP2	6990		Mental retardation, X-linked syndromic, Lubs type	XR	300260			
MECP2	6990		{Autism susceptibility, X-linked 3}	IC	300496			
MECP2	6990		Encephalopathy, neonatal severe	XR	300673			
MECP2	6990		Rett syndrome, preserved speech variant	XD	312750			
MECP2	6990		Rett syndrome, atypical	XD	312750			
MECP2	6990		Rett syndrome	XD	312750			
MECR	19691		Dystonia, childhood-onset, with optic atrophy and basal ganglia abnormalities	AR	617282			
MED12	11957		Lujan-Fryns syndrome	XR	309520			
MED12	11957		Opitz-Kaveggia syndrome	XR	305450			
MED12	11957		Ohdo syndrome, X-linked	XR	300895			
MED13L	22962		Transposition of the great arteries, dextro-looped 1	AD	608808			
MED13L	22962		Mental retardation and distinctive facial features with or without cardiac defects	AD	616789			
MED17	2375		Microcephaly, postnatal progressive, with seizures and brain atrophy	AR	613668			
MED23	2372		Mental retardation, autosomal recessive 18	AR	614249			
MED25	28845		Basel-Vanagait-Smirin-Yosef syndrome	AR	616449			
MED25	28845		?Charcot-Marie-Tooth disease, type 2B2	AR	605589			
MEF2A	6993		{Coronary artery disease, autosomal dominant, 1}	AD	608320			
MEF2C	6996		Mental retardation, stereotypic movements, epilepsy, and/or cerebral malformations	AD	613443			
MEF2C	6996		Chromosome 5q14.3 deletion syndrome	AD	613443			
MEFV	6998		Familial Mediterranean fever, AR	AR	249100			
MEFV	6998		Familial Mediterranean fever, AD	AD	134610			
MEGF10	29634		Myopathy, areflexia, respiratory distress, and dysphagia, early-onset	AR	614399			
MEGF10	29634		Myopathy, areflexia, respiratory distress, and dysphagia, early-onset, mild variant	AR	614399			
MEGF8	3233		Carpenter syndrome 2	AR	614976			
MEIS2	7001		Cleft palate, cardiac defects, and mental retardation	AD	600987			
MEN1	7010		Adrenal adenoma, somatic					
MEN1	7010		Angiofibroma, somatic					
MEN1	7010		Carcinoid tumor of lung					
MEN1	7010		Lipoma, somatic					
MEN1	7010		Multiple endocrine neoplasia 1	AD	131100			
MEN1	7010		Parathyroid adenoma, somatic					
MEOX1	7013		Klippel-Feil syndrome 2	AR	214300			
MERTK	7027		Retinitis pigmentosa 38	AR	613862			
MESP2	29659		Spondylocostal dysostosis 2, autosomal recessive		608681			
MET	7029		{Osteofibrous dysplasia, susceptibility to}	AD	607278			
MET	7029		Renal cell carcinoma, papillary, 1, familial and somatic		605074			
MET	7029		Hepatocellular carcinoma, childhood type, somatic		114550			
MET	7029		?Deafness, autosomal recessive 97	AR	616705			
METTL23	26988		Mental retardation, autosomal recessive 44	AR	615942			
MFAP5	29673		Aortic aneurysm, familial thoracic 9	AD	616166			
MFF	24858		Encephalopathy due to defective mitochondrial and peroxisomal fission 2	AR	617086			
MFHAS1	16982		Malignant fibrous histiocytoma		605352			
MFN2	16877		Charcot-Marie-Tooth disease, axonal, type 2A2A	AD	609260			
MFN2	16877		Hereditary motor and sensory neuropathy VIA	AD	601152			
MFN2	16877		Charcot-Marie-Tooth disease, axonal, type 2A2B	AR	617087			
MFRP			Nanophthalmos 2		609549			
MFRP			Microphthalmia, isolated 5	AR	611040			
MFSD2A	25897		Microcephaly 15, primary, autosomal recessive	AR	616486			
MFSD8	28486		Ceroid lipofuscinosis, neuronal, 7	AR	610951			
MFSD8	28486		Macular dystrophy with central cone involvement	AR	616170			
MGAT2	7045		Congenital disorder of glycosylation, type IIa	AR	212066			
MGME1	16205		Mitochondrial DNA depletion syndrome 11	AR	615084			
MGP	7060		Keutel syndrome	AR	245150			
MIAT			{Myocardial infarction, susceptibility to}		608446			
MIB1	21086		Left ventricular noncompaction 7	AD	615092			
MICU1	1530		Myopathy with extrapyramidal signs	AR	615673			
MID1	7095		Opitz GBBB syndrome, type I	XR	300000			
MID2	7096		?Mental retardation, X-linked 101	XR	300928			
MIF	7097		Persistent Mullerian duct syndrome, type I	AR	261550			
MIF	7097		{Rheumatoid arthritis, systemic juvenile, susceptibility to}		604302			
MINPP1	7102		Thyroid carcinoma, follicular	AD	188470			
MIP	7103		Cataract 15, multiple types	AD	615274			
MIPEP	7104		Combined oxidative phosphorylation deficiency 31	AR	617228			
MIR17HG			Feingold syndrome 2	AD	614326			
MIR184			EDICT syndrome	AD	614303			
MIR204			?Retinal dystrophy and iris coloboma with or without cataract	AD	616722			
MIR2861			[Bone mineral density QTL 15]	AD;AR	613418			
MIR96			Deafness, autosomal dominant 50	AD	613074			
MITF	7105		COMMAD syndrome	AR	617306			
MITF	7105		{Melanoma, cutaneous malignant, susceptibility to, 8}		614456			
MITF	7105		Waardenburg syndrome/ocular albinism, digenic	AD	103470			
MITF	7105		Waardenburg syndrome, type 2A	AD	193510			
MITF	7105		Tietz albinism-deafness syndrome	AD	103500			
MKKS	7108		McKusick-Kaufman syndrome	AR	236700			
MKKS	7108		Bardet-Biedl syndrome 6	AR	605231			
MKL1	14334		Megakaryoblastic leukemia, acute					
MKRN3	7114		Precocious puberty, central, 2	AD	615346			
MKS1	7121		Meckel syndrome 1	AR	249000			
MKS1	7121		Joubert syndrome 28	AR	617121			
MKS1	7121		Bardet-Biedl syndrome 13	AR	615990			
MLC1	17082		Megalencephalic leukoencephalopathy with subcortical cysts	AR	604004			
MLF1	7125		Leukemia, acute myeloid	AD	601626			
MLH1	7127		Muir-Torre syndrome	AD	158320			
MLH1	7127		Mismatch repair cancer syndrome	AR	276300			
MLH1	7127		Colorectal cancer, hereditary nonpolyposis, type 2		609310			
MLH3	7128		{Endometrial cancer, susceptibility to}		608089			
MLH3	7128		Colorectal cancer, somatic		114500			
MLH3	7128		Colorectal cancer, hereditary nonpolyposis, type 7		614385			
MLPH	29643		Griscelli syndrome, type 3	AR	609227			
MLYCD	7150		Malonyl-CoA decarboxylase deficiency	AR	248360			
MMAA	18871		Methylmalonic aciduria, vitamin B12-responsive	AR	251100			
MMAB	19331		Methylmalonic aciduria, vitamin B12-responsive, due to defect in synthesis of adenosylcobalamin, cblB complementation type	AR	251110			
MMACHC	24525		Methylmalonic aciduria and homocystinuria, cblC type	AR	277400			
MMADHC	25221		Methylmalonic aciduria and homocystinuria, cblD type	AR	277410			
MMADHC	25221		Homocystinuria, cblD type, variant 1	AR	277410			
MMADHC	25221		Methylmalonic aciduria, cblD type, variant 2	AR	277410			
MMD2	30133		Miyoshi muscular dystrophy 2		613318			
MME	7154		Charcot-Marie-Tooth disease, axonal, type 2T	AD;AR	617017			
MME	7154		?Spinocerebellar ataxia 43	AD	617018			
MMP1	7155		{Epidermolysis bullosa dystrophica, autosomal recessive, modifier of}	AR	226600			
MMP1	7155		COPD, rate of decline of lung function in		606963			
MMP13	7159		Metaphyseal dysplasia, Spahr type	AR	250400			
MMP13	7159		Metaphyseal anadysplasia 1	AD	602111			
MMP13	7159		Spondyloepimetaphyseal dysplasia, Missouri type	AD	602111			
MMP14	7160		?Winchester syndrome		277950			
MMP19	7165		Cavitary optic disc anomalies	AD	611543			
MMP2	7166		Multicentric osteolysis, nodulosis, and arthropathy	AR	259600			
MMP20	7167		Amelogenesis imperfecta, type IIA2	AR	612529			
MMP21	14357		Heterotaxy, visceral, 7, autosomal	AR	616749			
MMP3	7173		{Coronary heart disease, susceptibility to, 6}		614466			
MMP9	7176		Metaphyseal anadysplasia 2		613073			
MN1	7180		Meningioma	AD	607174			
MNX1	4979		Currarino syndrome	AD	176450			
MOCOS	18234		Xanthinuria, type II	AR	603592			
MOCS1	7190		Molybdenum cofactor deficiency A	AR	252150			
MOCS2	7193		Molybdenum cofactor deficiency B	AR	252160			
MOG	7197		?Narcolepsy 7	AD	614250			
MOGS	24862		Congenital disorder of glycosylation, type IIb	AR	606056			
MORC2	23573		Charcot-Marie-Tooth disease, axonal, type 2Z	AD	616688			
MPC1	21606		Mitochondrial pyruvate carrier deficiency	AR	614741			
MPDU1	7207		Congenital disorder of glycosylation, type If	AR	609180			
MPDZ	7208		Hydrocephalus, nonsyndromic, autosomal recessive 2	AR	615219			
MPI	7216		Congenital disorder of glycosylation, type Ib	AR	602579			
MPL	7217		Thrombocytopenia, congenital amegakaryocytic	AR	604498			
MPL	7217		Thrombocythemia 2	AD;SMu	601977			
MPL	7217		Myelofibrosis with myeloid metaplasia, somatic		254450			
MPLKIP	16002		Trichothiodystrophy 4, nonphotosensitive	AR	234050			
MPO	7218		Myeloperoxidase deficiency	AR	254600			
MPO	7218		{Alzheimer disease, susceptibility to}	AD	104300			
MPO	7218		{Lung cancer, protection against, in smokers}					
MPV17	7224		Mitochondrial DNA depletion syndrome 6 (hepatocerebral type)	AR	256810			
MPZ	7225		Charcot-Marie-Tooth disease, dominant intermediate D	AD	607791			
MPZ	7225		Charcot-Marie-Tooth disease, type 1B	AD	118200			
MPZ	7225		Charcot-Marie-Tooth disease, type 2I	AD	607677			
MPZ	7225		Charcot-Marie-Tooth disease, type 2J	AD	607736			
MPZ	7225		Dejerine-Sottas disease	AD;AR	145900			
MPZ	7225		Neuropathy, congenital hypomyelinating	AD;AR	605253			
MPZ	7225		Roussy-Levy syndrome	AD	180800			
MR1	4975		Paroxysmal nonkinesigenic dyskinesia 1	AD	118800			
MRAP	1304		Glucocorticoid deficiency 2	AR	607398			
MRAP2	21232		{?Obesity, susceptibility to, BMIQ18}	AD	615457			
MRE11			Ataxia-telangiectasia-like disorder 1	AR	604391			
MRPL3	10379		Combined oxidative phosphorylation deficiency 9	AR	614582			
MRPL44	16650		?Combined oxidative phosphorylation deficiency 16	AR	615395			
MRPS12	10380		Combined oxidative phosphorylation deficiency 32	AR	617664			
MRPS16	14048		Combined oxidative phosphorylation deficiency 2	AR	610498			
MRPS22	14508		Combined oxidative phosphorylation deficiency 5	AR	611719			
MRPS34	16618		Combined oxidative phosphorylation deficiency 32	AR	617664			
MS4A1	7315		Immunodeficiency, common variable, 5	AR	613495			
MS4A2	7316		{Atopy, susceptibility to}	AD	147050			
MSH2	7325		Muir-Torre syndrome	AD	158320			
MSH2	7325		Mismatch repair cancer syndrome	AR	276300			
MSH2	7325		Colorectal cancer, hereditary nonpolyposis, type 1	AD	120435			
MSH3	7326		Familial adenomatous polyposis 4	AR	617100			
MSH3	7326		Endometrial carcinoma, somatic		608089			
MSH5	7328		?Premature ovarian failure 13	AR	617442			
MSH6	7329		Endometrial cancer, familial		608089			
MSH6	7329		Colorectal cancer, hereditary nonpolyposis, type 5	AD	614350			
MSH6	7329		Mismatch repair cancer syndrome	AR	276300			
MSMB	7372		{Prostate cancer, hereditary, 13}		611928			
MSMO1	10545		Microcephaly, congenital cataract, and psoriasiform dermatitis	AR	616834			
MSN	7373		Immunodeficiency 50	XR	300988			
MSR1	7376		Barrett esophagus/esophageal adenocarcinoma		614266			
MSR1	7376		Prostate cancer, hereditary	AD	176807			
MSRB3	27375		Deafness, autosomal recessive 74	AR	613718			
MST1	7380		T-cell immunodeficiency, recurrent infections, autoimmunity, and cardiac malformations		614868			
MST1R	7381		{Nasopharyngeal carcinoma, susceptibility to, 3}	AD	617075			
MSTN	4223		Muscle hypertrophy		614160			
MSX1	7391		Ectodermal dysplasia 3, Witkop type	AD	189500			
MSX1	7391		Tooth agenesis, selective, 1, with or without orofacial cleft	AD	106600			
MSX1	7391		Orofacial cleft 5		608874			
MSX2	7392		Parietal foramina with cleidocranial dysplasia	AD	168550			
MSX2	7392		Parietal foramina 1	AD	168500			
MSX2	7392		Craniosynostosis 2	AD	604757			
MTAP	7413		Diaphyseal medullary stenosis with malignant fibrous histiocytoma	AD	112250			
MTFMT	29666		Combined oxidative phosphorylation deficiency 15	AR	614947			
MTHFR	7436		Homocystinuria due to MTHFR deficiency	AR	236250			
